year,time,Temp,Hum,spd,windmag,dir
2015,2200,56.606,73.6,1.71529248,3.774,15.58
2015,2300,54.842,76.8,1.41085824,2.507,321.7
2015,2400,53.708,79.6,1.99692768,4.404,339.5
2015,100,53.006,80.9,1.98664576,4.386,352.7
2015,200,51.422,85,1.56732224,3.447,7.95
2015,300,48.776,88.8,1.44796256,2.979,297.6
2015,400,48.38,89.8,1.41577568,2.816,300.1
2015,500,47.336,92,1.66432992,3.541,295.8
2015,600,46.76,93,1.80425344,3.593,325.3
2015,700,48.434,91.5,1.29999232,2.504,318.4
2015,800,52.844,90.1,0.1,0.876,112.5
2015,830,56.525,85.6,0.1,,112.5
2015,900,60.206,81.1,0.1,1.841,112.5
2015,930,62.339,74.425,0.1,,112.5
2015,1000,64.472,67.75,0.1,2.863,135
2015,1030,65.417,65.675,0.4,,157.5
2015,1100,66.362,63.6,0.4,3.344,157.5
2015,1130,67.145,60.575,0.4,,180
2015,1200,67.928,57.55,0.4,2.69,180
2015,1230,68.873,55.48,0.4,,90
2015,1300,69.818,53.41,0.4,2.332,112.5
2015,1330,70.484,53.14,0.4,,202.5
2015,1400,71.15,52.87,0.4,1.891,157.5
2015,1430,71.807,52.255,0.4,,202.5
2015,1500,72.464,51.64,0.4,1.572,180
2015,1530,72.671,50.71,0.4,,157.5
2015,1600,72.878,49.78,0.4,2.639,359.9
2015,1700,72.23,51.79,1.74837344,3.624,108.5
2015,1800,70.988,56.62,1.41309344,3.109,98.9
2015,1900,67.514,69.55,1.51010112,3.232,72.7
2015,2000,62.312,79.3,1.73049184,3.783,69.53
2015,2100,60.188,80,1.49713696,3.282,67.43
2015,2200,59.288,76.2,1.50607776,2.984,91.2
2015,2300,58.802,73.5,1.49490176,3.109,122.6
2015,2400,57.218,77.8,1.76536096,3.777,140
2015,100,56.138,81.3,1.65538912,3.568,140
2015,200,54.392,85.6,1.7345152,3.461,138.1
2015,300,52.664,91.1,1.58609792,3.492,161.1
2015,400,52.448,93,1.91869568,4.066,128.3
2015,500,52.394,92.5,1.87846208,4.097,156.8
2015,600,51.836,94.2,1.87175648,4.115,158.1
2015,700,52.826,92.6,2.18200224,4.805,155.5
2015,800,55.004,91.9,0.4,6.534,157.5
2015,900,59.648,85.1,0.9,7.625,157.5
2015,1000,60.998,83.2,1.3,7.399,135
2015,1100,63.176,83,1.3,8.147,112.5
2015,1200,64.94,81.1,1.8,9.854,135
2015,1300,68.108,75.4,1.8,10.371,157.5
2015,1400,70.826,73.6,2.2,9.697,157.5
2015,1500,72.608,72.6,1.8,9.621,157.5
2015,1600,73.292,72,1.8,9.937,157.5
2015,1700,72.716,74.5,4.55712576,10.033,139.4
2015,1800,72.716,74.5,4.38590944,9.632,132.9
2015,1900,71.168,78.5,4.08862784,8.978,128.9
2015,2000,68.306,83.9,3.82040384,8.447,140.2
2015,2100,65.606,88.8,3.6590224,8.06,147.6
2015,2200,64.094,91,3.35458816,7.365,154.4
2015,2300,62.762,94.3,2.90218368,6.38,147.9
2015,2400,61.52,97,3.2276288,7.013,152
2015,100,61.232,97.6,3.13017408,6.872,157.8
2015,200,60.548,98.3,2.91112448,6.303,156.2
2015,300,60.404,98.3,4.01754848,8.814,155
2015,400,60.998,96.9,4.2826432,9.325,143.2
2015,500,61.25,96.4,2.57048,4.523,149.1
2015,600,61.394,96.3,3.24148704,6.205,149.8
2015,700,61.754,96.3,2.99025056,3.082,29.47
2015,800,62.816,93.8,1.3,8.525,67.5
2015,830,63.356,93.45,1.8,,112.5
2015,900,63.896,93.1,1.8,8.194,157.5
2015,930,64.391,91.85,1.3,,157.5
2015,1000,64.886,90.6,1.8,13.823,112.5
2015,1030,66.587,87.6,2.7,,112.5
2015,1100,68.288,84.6,3.1,12.849,112.5
2015,1130,69.305,82.7,2.2,,135
2015,1200,70.322,80.8,2.7,15.196,135
2015,1230,71.276,79.4,2.7,,135
2015,1300,72.23,78,2.7,15.702,135
2015,1330,73.49,76.95,3.1,,135
2015,1400,74.75,75.9,3.1,14.455,135
2015,1430,75.389,75.9,2.7,,135
2015,1500,76.028,75.9,2.7,13.57,135
2015,1530,75.965,76.35,2.7,,135
2015,1600,75.902,76.8,2.2,14.22,135
2015,1700,73.22,84.5,3.76899424,7.497,154.1
2015,1800,71.114,92.2,3.27054464,7.139,55.04
2015,1900,70.52,92.3,5.6617616,12.318,63.44
2015,2000,70.196,92.4,5.8249312,12.69,80.5
2015,2100,69.692,92,5.03277632,11.101,94.2
2015,2200,67.91,94.4,6.41189472,14.029,92
2015,2300,66.254,97.8,4.97063776,10.817,102
2015,2400,66.164,98.9,6.3077344,13.727,113.6
2015,100,65.336,97.7,7.16962752,15.071,99.5
2015,200,64.49,97.8,6.15931712,13.4,97
2015,300,64.166,97.2,5.44539424,11.964,98.4
2015,400,63.824,98.7,4.70151968,10.329,97.8
2015,500,63.518,99.1,4.03543008,8.879,81.6
2015,600,63.59,99.7,2.99427392,6.586,81.6
2015,700,63.608,0,2.00855072,4.258,46.53
2015,800,63.536,0,1.3,5.779,45
2015,830,63.59,49.95,1.3,,45
2015,900,63.644,99.9,1.3,6.682,22.5
2015,930,63.752,99.55,1.3,,22.5
2015,1000,63.86,99.2,1.3,7.746,22.5
2015,1030,63.968,98.4,1.8,,22.5
2015,1100,64.076,97.6,2.2,7.952,22.5
2015,1130,64.715,96.05,2.2,,22.5
2015,1200,65.354,94.5,2.2,8.34,22.5
2015,1230,65.696,94.1,1.8,,22.5
2015,1300,66.038,93.7,2.2,8.241,359.9
2015,1330,66.758,90.95,2.2,,22.5
2015,1400,67.478,88.2,2.2,8.906,22.5
2015,1430,67.145,87.4,2.7,,22.5
2015,1500,66.812,86.6,2.7,9.979,359.9
2015,1530,67.415,84.7,2.7,,359.9
2015,1600,68.018,82.8,2.2,10.174,359.9
2015,1700,68.126,81,4.88480608,10.474,10.48
2015,1800,66.758,82.5,4.40289696,9.428,11.52
2015,1900,64.022,88.3,3.25758048,7.067,20.37
2015,2000,61.376,93.4,2.62278368,5.654,26.61
2015,2100,59.954,93.6,2.77790656,5.954,20.99
2015,2200,58.424,94.8,2.29018592,4.845,8.35
2015,2300,58.046,97.4,1.91064896,4.07,18.79
2015,2400,58.784,96.8,2.3290784,4.984,36.01
2015,100,58.568,96,2.26515168,4.794,16.85
2015,200,58.208,96.3,2.24324672,4.841,10.12
2015,300,57.776,96.6,1.90170816,3.989,23.86
2015,400,57.416,97.8,1.51904192,3.176,22.7
2015,500,56.984,98.6,1.62811968,3.443,36.04
2015,600,56.768,99.1,1.27764032,2.583,52.44
2015,700,56.606,99.6,1.29999232,2.262,46.94
2015,800,56.93,99.8,0.1,0.607,67.5
2015,900,57.29,99.6,0.1,3.194,135
2015,1000,58.55,96.9,0.4,3.893,270
2015,1100,61.358,91.8,0.4,2.455,202.5
2015,1200,65.498,84.6,0.4,2.267,230.1
2015,1300,68.738,79.4,0.4,2.314,180
2015,1400,70.592,77.9,0.4,4.308,135
2015,1500,71.906,77.1,0.9,4.751,157.5
2015,1600,73.31,75.7,0.4,4.807,135
2015,1700,73.364,78.1,2.49537728,5.428,160.4
2015,1800,72.104,83.5,2.279904,4.948,155.8
2015,1900,68.72,91.3,2.50431808,5.537,143.8
2015,2000,64.94,96.4,2.18289632,4.825,149.2
2015,2100,63.068,98.9,3.41449152,7.508,152.1
2015,2200,61.214,99.8,3.07429408,6.765,169.7
2015,2300,59.702,0,3.0041088,6.633,172.7
2015,2400,59.378,0,3.89640064,8.577,182.4
